start_time,20221125-154407
Nifft,128
Ncarrier,128
qAry,2
Symbol_len,128
Symbol_num,1
ldpc_rate,0.5
L,16
PathGain,1.0,0.94,0.88,0.82,0.76,0.7,0.6399999999999999,0.58,0.52,0.45999999999999996,0.3999999999999999,0.33999999999999997,0.2799999999999999,0.21999999999999997,0.15999999999999992,0.1
SNR,-20.0,-17.5,-15.0,-12.5,-10.0,-7.5,-5.0,-2.5,0.0,2.5,5.0,7.5,10.0
ErrorFrame,50
TestFrame,20000
LDPC_iter,50
ncodebooks,64
ncentroids,16
matmul_method,MAD-LDPC50-IDFT(K=16 C=64)
SNR,BER,FER,NMSE_dft,NMSE_idft,H_NMSE,rawH_NMSE
-20.0,0.468125,1.0,6.792167467493273e-32,2.5752566140719955,0.5664161941501764,0.7739809735314153
-17.5,0.4346875,1.0,6.925469841816414e-32,1.439913315819001,0.45063646847685346,0.6190941828946623
-15.0,0.41578125,1.0,7.244465494702988e-32,0.8186210718838562,0.349364461639907,0.4322986781853056
-12.5,0.37359375,1.0,7.428637975486549e-32,0.47686717352165126,0.2624088271092503,0.35115840431737916
-10.0,0.32328125,1.0,7.185486450794115e-32,0.2349268691665116,0.16617360539533976,0.24053663606502051
-7.5,0.23897058823529413,0.9803921568627451,7.364983644742249e-32,0.14342161621085814,0.12098504716572779,0.16904745253849165
-5.0,0.140625,0.6944444444444444,7.30319514053403e-32,0.08846050045989838,0.08268814909483399,0.11363466032068284
-2.5,0.016202634011090573,0.09242144177449169,7.488864645543293e-32,0.06203065494568244,0.06098667011393958,0.07866426029210012
0.0,0.0014401148159798678,0.007864108210128971,7.520257761459969e-32,0.04886708214082266,0.04907468539423973,0.059730107712582046
2.5,8.3203125e-05,0.00035,7.487136684118024e-32,0.04167512538744311,0.042297458813260295,0.04870412521004152
5.0,4.21875e-05,0.0002,7.490991155911583e-32,0.03787734628025089,0.03857287285482446,0.04227189255582901
7.5,1.4453125e-05,5e-05,7.503372045137244e-32,0.035620575562020175,0.036277441754236577,0.03838874909219046
10.0,0.0,0.0,7.50320546334295e-32,0.03453795763697691,0.035093116778984745,0.03633008819725132
stop_time,20221126-214737
